Abundance|10E=169
Tezzeret, Betrayer of Flesh (3)|NEO=307
Tezzeret, Betrayer of Flesh (4)|NEO=188
The Dragon-Kami Reborn (1)|NEO=13
The Dragon-Kami Reborn (2)|NEO=16
The Dragon-Kami Reborn (3)|NEO=18
The Fall of Lord Konda|NEO=4
The Kami War (1)|NEO=257
The Kami War (2)|NEO=163
The Kami War (3)|NEO=309
The Long Reach of Night|NEO=7
The Modern Age|NEO=9
The Reality Chip (1)|NEO=511
The Reality Chip (2)|NEO=758
The Reality Chip (3)|NEO=367
The Restoration of Eiganjo (1)|NEO=58
The Restoration of Eiganjo (2)|NEO=144
The Restoration of Eiganjo (3)|NEO=26
The Shattered States Era|NEO=2
The Wandering Emperor (1)|NEO=8920
The Wandering Emperor (2)|NEO=816
The Wandering Emperor (3)|NEO=3517
The Wandering Emperor (4)|NEO=511
Thirst for Knowledge|NEO=10
Thornwood Falls|NEO=8
Thousand-Faced Shadow (1)|NEO=170
Thousand-Faced Shadow (2)|NEO=125
Thousand-Faced Shadow (3)|NEO=352
Thundering Raiju (1)|NEO=36
Thundering Raiju (2)|NEO=35
Thundering Raiju (3)|NEO=22
Thundersteel Colossus|NEO=5
Touch the Spirit Realm|NEO=31
Towashi Guide-Bot|NEO=10
Towashi Songshaper|NEO=2
Tranquil Cove|NEO=6
Tribute to Horobi (1)|NEO=25
Tribute to Horobi (2)|NEO=16
Tribute to Horobi (3)|NEO=16
Twinshot Sniper|NEO=7
Twisted Embrace|NEO=4
Uncharted Haven|NEO=6
Undercity Scrounger|NEO=5
Unforgiving One|NEO=6
Unstoppable Ogre|NEO=2
Upriser Renegade (1)|NEO=7
Upriser Renegade (2)|NEO=3
Virus Beetle|NEO=11
Voltage Surge|NEO=4
Walking Skyscraper|NEO=8
Wanderer's Intervention|NEO=7
Weaver of Harmony (1)|NEO=185
Weaver of Harmony (2)|NEO=133
Weaver of Harmony (3)|NEO=165
Webspinner Cuff|NEO=7
When We Were Young|NEO=7
Wind-Scarred Crag|NEO=7
You Are Already Dead|NEO=9
Accumulated Knowledge|NMS=64
Aether Barrier|NMS=193
Air Bladder|NMS=6
Ancient Hydra|NMS=18
Angelic Favor|NMS=25
Animate Land|NMS=27
Arc Mage|NMS=14
Ascendant Evincar|NMS=510
Avenger en-Dal|NMS=38
Battlefield Percher|NMS=6
Belbe's Armor|NMS=18
Belbe's Percher|NMS=7
Belbe's Portal|NMS=130
Blastoderm|NMS=32
Blinding Angel|NMS=577
Bola Warrior|NMS=5
Carrion Wall|NMS=14
Chieftain en-Dal|NMS=18
Cloudskate|NMS=10
Coiling Woodworm|NMS=17
Complex Automaton|NMS=26
Dark Triumph|NMS=23
Daze|NMS=360
Death Pit Offering|NMS=32
Defender en-Vec|NMS=11
Defiant Falcon|NMS=22
Defiant Vanguard|NMS=20
Divining Witch|NMS=82
Dominate|NMS=36
Downhill Charge|NMS=21
Ensnare|NMS=58
Eye of Yawgmoth|NMS=28
Fanatical Devotion|NMS=69
Flame Rift|NMS=26
Flint Golem|NMS=13
Flowstone Armor|NMS=13
Flowstone Crusher|NMS=8
Flowstone Overseer|NMS=28
Flowstone Slide|NMS=22
Flowstone Strike|NMS=7
Flowstone Surge|NMS=12
Flowstone Thopter|NMS=21
Flowstone Wall|NMS=13
Fog Patch|NMS=18
Harvest Mage|NMS=12
Infiltrate|NMS=18
Jolting Merfolk|NMS=16
Kill Switch|NMS=866
Kor Haven|NMS=1128
Laccolith Grunt|NMS=5
Laccolith Rig|NMS=25
Laccolith Titan|NMS=35
Laccolith Warrior|NMS=13
Laccolith Whelp|NMS=8
Lashknife|NMS=18
Lawbringer|NMS=12
Lightbringer|NMS=19
Lin Sivvi, Defiant Hero|NMS=163
Mana Cache|NMS=65
Massacre|NMS=70
Mind Slash|NMS=48
Mind Swords|NMS=19
Mogg Alarm|NMS=29
Mogg Salvage|NMS=64
Mogg Toady|NMS=8
Moggcatcher|NMS=1050
Mossdog|NMS=19
Murderous Betrayal|NMS=23
Nesting Wurm|NMS=19
Netter en-Dal|NMS=10
Noble Stand|NMS=18
Off Balance|NMS=8
Oracle's Attendants|NMS=28
Oraxid|NMS=12
Overlaid Terrain|NMS=67
Pack Hunt|NMS=36
Pale Moon|NMS=45
Parallax Dementia|NMS=11
Parallax Inhibitor|NMS=25
Parallax Nexus|NMS=39
Parallax Tide|NMS=2323
Parallax Wave|NMS=3054
Phyrexian Driver|NMS=10
Phyrexian Prowler|NMS=12
Plague Witch|NMS=22
Predator, Flagship|NMS=54
Rackling|NMS=26
Rath's Edge|NMS=69
Rathi Assassin|NMS=30
Rathi Fiend|NMS=17
Rathi Intimidator|NMS=17
Refreshing Rain|NMS=21
Rejuvenation Chamber|NMS=17
Reverent Silence|NMS=31
Rhox|NMS=41
Rising Waters|NMS=153
Rootwater Commando|NMS=11
Rootwater Thief|NMS=225
Rupture|NMS=31
Rusting Golem|NMS=11
Saproling Burst|NMS=163
Saproling Cluster|NMS=48
Seahunter|NMS=379
Seal of Cleansing|NMS=24
Seal of Doom|NMS=22
Seal of Fire|NMS=42
Seal of Removal|NMS=123
Seal of Strength|NMS=21
Shrieking Mogg|NMS=44
Silkenfist Fighter|NMS=6
Silkenfist Order|NMS=11
Sivvi's Ruse|NMS=16
Sivvi's Valor|NMS=33
Skyshroud Behemoth|NMS=34
Skyshroud Claim|NMS=194
Skyshroud Cutter|NMS=19
Skyshroud Poacher|NMS=382
Skyshroud Ridgeback|NMS=14
Skyshroud Sentinel|NMS=14
Sliptide Serpent|NMS=30
Sneaky Homunculus|NMS=13
Spineless Thug|NMS=21
Spiritual Asylum|NMS=99
Spiteful Bully|NMS=21
Stampede Driver|NMS=24
Stronghold Biologist|NMS=23
Stronghold Discipline|NMS=11
Stronghold Gambit|NMS=73
Stronghold Machinist|NMS=23
Stronghold Zeppelin|NMS=16
Submerge|NMS=434
Tangle Wire|NMS=1254
Terrain Generator|NMS=252
Topple|NMS=14
Treetop Bracers|NMS=13
Trickster Mage|NMS=19
Vicious Hunger|NMS=8
Viseling|NMS=30
Voice of Truth|NMS=25
Volrath the Fallen|NMS=97
Wandering Eye|NMS=13
Wild Mammoth|NMS=9
Woodripper|NMS=12
Act of Aggression|NPH=36
Alloy Myr|NPH=44
Apostle's Blessing|NPH=29
Argent Mutation|NPH=13
Arm with Aether|NPH=12
Artillerize|NPH=9
Auriok Survivors|NPH=6
Batterskull|NPH=397
Beast Within|NPH=135
Birthing Pod|NPH=2089
Blade Splicer|NPH=36
Blighted Agent|NPH=158
Blind Zealot|NPH=6
Blinding Souleater|NPH=6
Bludgeon Brawl|NPH=41
Brutalizer Exarch|NPH=23
Caged Sun|NPH=347
Caress of Phyrexia|NPH=32
Cathedral Membrane|NPH=21
Chained Throatseeker|NPH=11
Chancellor of the Annex|NPH=248
Chancellor of the Dross|NPH=96
Chancellor of the Forge|NPH=90
Chancellor of the Spires|NPH=43
Chancellor of the Tangle|NPH=69
Conversion Chamber|NPH=12
Corrosive Gale|NPH=11
Corrupted Resolve|NPH=31
Darksteel Relic|NPH=59
Death-Hood Cobra|NPH=4
Deceiver Exarch|NPH=37
Defensive Stance|NPH=9
Dementia Bat|NPH=7
Despise|NPH=19
Dismember|NPH=401
Dispatch|NPH=164
Due Respect|NPH=11
Elesh Norn, Grand Cenobite|NPH=1820
Enslave|NPH=14
Entomber Exarch|NPH=17
Etched Monstrosity|NPH=37
Evil Presence|NPH=8
Exclusion Ritual|NPH=11
Fallen Ferromancer|NPH=18
Flameborn Viron|NPH=6
Forced Worship|NPH=6
Forest (1)|NPH=36
Forest (2)|NPH=18
Fresh Meat|NPH=31
Furnace Scamp|NPH=5
Geosurge|NPH=38
Geth's Verdict|NPH=16
Gitaxian Probe|NPH=306
Glissa's Scorn|NPH=9
Glistener Elf|NPH=53
Glistening Oil|NPH=365
Greenhilt Trainee|NPH=10
Gremlin Mine|NPH=6
Grim Affliction|NPH=21
Gut Shot|NPH=168
Hex Parasite|NPH=752
Hovermyr|NPH=28
Ichor Explosion|NPH=8
Immolating Souleater|NPH=17
Impaler Shrike|NPH=8
Inquisitor Exarch|NPH=17
Insatiable Souleater|NPH=8
Invader Parasite|NPH=30
Island (1)|NPH=23
Island (2)|NPH=25
Isolation Cell|NPH=28
Jin-Gitaxias, Core Augur|NPH=865
Jor Kadeen, the Prevailer|NPH=23
Karn Liberated|NPH=445
Kiln Walker|NPH=13
Lashwrithe|NPH=65
Leeching Bite|NPH=5
Life's Finale|NPH=232
Lost Leonin|NPH=21
Loxodon Convert|NPH=5
Marrow Shards|NPH=21
Master Splicer|NPH=17
Maul Splicer|NPH=17
Melira, Sylvok Outcast|NPH=326
Mental Misstep|NPH=812
Mindcrank|NPH=1045
Mindculling|NPH=7
Moltensteel Dragon|NPH=63
Mortis Dogs|NPH=3
Mountain (1)|NPH=34
Mountain (2)|NPH=41
Mutagenic Growth|NPH=198
Mycosynth Fiend|NPH=10
Mycosynth Wellspring|NPH=19
Myr Superion|NPH=242
Necropouncer|NPH=13
Norn's Annex|NPH=125
Noxious Revival|NPH=552
Numbing Dose|NPH=3
Ogre Menial|NPH=5
Omen Machine|NPH=100
Parasitic Implant|NPH=10
Pestilent Souleater|NPH=9
Phyrexia's Core|NPH=22
Phyrexian Hulk|NPH=13
Phyrexian Ingester|NPH=34
Phyrexian Metamorph|NPH=530
Phyrexian Obliterator|NPH=931
Phyrexian Swarmlord|NPH=179
Phyrexian Unlife|NPH=67
Pith Driller|NPH=6
Plains (1)|NPH=19
Plains (2)|NPH=29
Porcelain Legionnaire|NPH=14
Postmortem Lunge|NPH=33
Praetor's Grasp|NPH=1219
Priest of Urabrask|NPH=249
Pristine Talisman|NPH=21
Psychic Barrier|NPH=8
Psychic Surgery|NPH=29
Puresteel Paladin|NPH=168
Rage Extractor|NPH=8
Razor Swine|NPH=8
Reaper of Sheoldred|NPH=42
Remember the Fallen|NPH=10
Rotted Hystrix|NPH=7
Ruthless Invasion|NPH=5
Scrapyard Salvo|NPH=10
Sensor Splicer|NPH=9
Shattered Angel|NPH=58
Sheoldred, Whispering One|NPH=1739
Shriek Raptor|NPH=12
Shrine of Boundless Growth|NPH=15
Shrine of Burning Rage|NPH=35
Shrine of Limitless Power|NPH=13
Shrine of Loyal Legions|NPH=24
Shrine of Piercing Vision|NPH=15
Sickleslicer|NPH=10
Slag Fiend|NPH=16
Slash Panther|NPH=11
Soul Conduit|NPH=59
Spellskite|NPH=611
Spinebiter|NPH=57
Spined Thopter|NPH=9
Spire Monitor|NPH=7
Surge Node|NPH=20
Surgical Extraction|NPH=433
Suture Priest|NPH=179
Swamp (1)|NPH=28
Swamp (2)|NPH=30
Sword of War and Peace|NPH=715
Tezzeret's Gambit|NPH=46
Thundering Tanadon|NPH=8
Tormentor Exarch|NPH=14
Torpor Orb|NPH=468
Toxic Nim|NPH=11
Trespassing Souleater|NPH=9
Triumph of the Hordes|NPH=1546
Unwinding Clock|NPH=960
Urabrask the Hidden|NPH=166
Vapor Snag|NPH=22
Vault Skirge|NPH=27
Victorious Destruction|NPH=9
Viral Drake|NPH=358
Viridian Betrayers|NPH=11
Viridian Harvest|NPH=5
Vital Splicer|NPH=25
Volt Charge|NPH=6
Vorinclex, Voice of Hunger|NPH=1222
Vulshok Refugee|NPH=16
War Report|NPH=14
Whipflare|NPH=31
Whispering Specter|NPH=88
Wing Splicer|NPH=27
Xenograft|NPH=58
Galea, Kindler of Hope|OAFC=23
Prosper, Tome-Bound|OAFC=100
Sefris of the Hidden Ways|OAFC=25
Vrondiss, Rage of Ancients|OAFC=21
A Display of My Dark Power|OARC=1632
All Shall Smolder in My Wake|OARC=300
All in Good Time|OARC=4369
Approach My Molten Realm|OARC=955
Behold the Power of Destruction|OARC=3399
Choose Your Champion|OARC=625
Dance, Pathetic Marionette|OARC=1500
Embrace My Diabolical Vision|OARC=1005
Every Hope Shall Vanish|OARC=422
Every Last Vestige Shall Rot|OARC=366
Evil Comes to Fruition|OARC=1490
Feed the Machine|OARC=308
I Bask in Your Silent Awe|OARC=356
I Call on the Ancient Magics|OARC=2177
I Delight in Your Convulsions|OARC=59
I Know All, I See All|OARC=444
Ignite the Cloneforge!|OARC=386
Into the Earthen Maw|OARC=1200
Introductions Are in Order|OARC=106
Know Naught but Fire|OARC=1288
Look Skyward and Despair|OARC=347
May Civilization Collapse|OARC=1336
Mortal Flesh Is Weak|OARC=1554
My Crushing Masterstroke|OARC=2169
My Genius Knows No Bounds|OARC=1120
My Undead Horde Awakens|OARC=1764
My Wish Is Your Command|OARC=490
Nature Demands an Offering|OARC=247
Nature Shields Its Own|OARC=197
Nothing Can Stop Me Now|OARC=744
Only Blood Ends Your Nightmares|OARC=503
Realms Befitting My Majesty|OARC=107
Roots of All Evil|OARC=220
Rotted Ones, Lay Siege|OARC=268
Surrender Your Thoughts|OARC=1395
The Dead Shall Serve|OARC=373
The Fate of the Flammable|OARC=1200
The Iron Guardian Stirs|OARC=183
The Pieces Are Coming Together|OARC=247
The Very Soil Shall Shake|OARC=1142
Tooth, Claw, and Tail|OARC=1618
Which of You Burns Brightest?|OARC=447
Your Fate Is Thrice Sealed|OARC=130
Your Puny Minds Cannot Fathom|OARC=183
Your Will Is Not Your Own|OARC=471
Derevi, Empyrial Tactician|OC13=177
Gahiji, Honored One|OC13=83
Jeleva, Nephalia's Scourge|OC13=147
Marath, Will of the Wild|OC13=68
Mayael the Anima|OC13=120
Nekusar, the Mindrazer|OC13=116
Oloro, Ageless Ascetic|OC13=669
Prossh, Skyraider of Kher|OC13=170
Roon of the Hidden Realm|OC13=37
Rubinia Soulsinger|OC13=28
Sek'Kuar, Deathkeeper|OC13=39
Sharuum the Hegemon|OC13=85
Shattergang Brothers|OC13=70
Sydri, Galvanic Genius|OC13=111
Thraximundar|OC13=86
Daretti, Scrap Savant|OC14=117
Freyalise, Llanowar's Fury|OC14=303
Nahiri, the Lithomancer|OC14=122
Ob Nixilis of the Black Oath|OC14=195
Teferi, Temporal Archmage|OC14=298
Daxos the Returned|OC15=140
Ezuri, Claw of Progress|OC15=97
Kalemne, Disciple of Iroas|OC15=122
Meren of Clan Nel Toth|OC15=142
Mizzix of the Izmagnus|OC15=111
Atraxa, Praetors' Voice|OC16=1518
Breya, Etherium Shaper|OC16=304
Kynaios and Tiro of Meletis|OC16=473
Saskia the Unyielding|OC16=288
Yidris, Maelstrom Wielder|OC16=417
Arahbo, Roar of the World|OC17=339
Edgar Markov|OC17=2086
Inalla, Archmage Ritualist|OC17=140
The Ur-Dragon|OC17=4104
Aminatou, the Fateshifter|OC18=208
Estrid, the Masked|OC18=299
Lord Windgrace|OC18=295
Saheeli, the Gifted|OC18=196
Anje Falkenrath|OC19=56
Ghired, Conclave Exile|OC19=70
Kadena, Slinking Sorcerer|OC19=34
Sevinne, the Chronoclasm|OC19=24
Gavi, Nest Warden|OC20=22
Jirina Kudro|OC20=31
Kalamax, the Stormsire|OC20=68
Kathril, Aspect Warper|OC20=42
Otrimi, the Ever-Playful|OC20=86
Adrix and Nev, Twincasters|OC21=93
Breena, the Demagogue|OC21=20
Osgir, the Reconstructor|OC21=20
Willowdusk, Essence Seer|OC21=22
Zaffai, Thunder Conductor|OC21=15
Azusa, Lost but Seeking|OCM1=1053
Brion Stoutarm|OCM1=599
Glissa, the Traitor|OCM1=311
Godo, Bandit Warlord|OCM1=597
Grimgrin, Corpse-Born|OCM1=947
Karn, Silver Golem|OCM1=1277
Karrthus, Tyrant of Jund|OCM1=1095
Mayael the Anima|OCM1=298
Sliver Queen|OCM1=9759
Zur the Enchanter|OCM1=695
Animar, Soul of Elements|OCMD=792
Damia, Sage of Stone|OCMD=334
Ghave, Guru of Spores|OCMD=461
Intet, the Dreamer|OCMD=112
Kaalia of the Vast|OCMD=693
Karador, Ghost Chieftain|OCMD=292
Numot, the Devastator|OCMD=128
Oros, the Avenger|OCMD=119
Riku of Two Reflections|OCMD=315
Ruhan of the Fomori|OCMD=206
Tariel, Reckoner of Souls|OCMD=227
Teneb, the Harvester|OCMD=145
The Mimeoplasm|OCMD=189
Vorosh, the Hunter|OCMD=214
Zedruu the Greathearted|OCMD=199
Abandoned Outpost|ODY=10
Aboshan's Desire|ODY=19
Aboshan, Cephalid Emperor|ODY=82
Acceptable Losses|ODY=8
Aegis of Honor|ODY=128
Aether Burst|ODY=17
Afflict|ODY=12
Amugaba|ODY=33
Anarchist|ODY=11
Ancestral Tribute|ODY=39
Angelic Wall|ODY=17
Animal Boneyard|ODY=29
Ashen Firebeast|ODY=31
Atogatog|ODY=114
Aura Graft|ODY=18
Auramancer|ODY=15
Aven Archer|ODY=11
Aven Cloudchaser|ODY=13
Aven Fisher|ODY=5
Aven Flock|ODY=5
Aven Shrine|ODY=32
Aven Smokeweaver|ODY=21
Aven Windreader|ODY=8
Balancing Act|ODY=129
Balshan Beguiler|ODY=15
Balshan Griffin|ODY=16
Bamboozle|ODY=17
Barbarian Lunatic|ODY=3
Barbarian Ring|ODY=237
Bash to Bits|ODY=25
Battle Strain|ODY=30
Battle of Wits|ODY=35
Bearscape|ODY=462
Beast Attack|ODY=19
Beloved Chaplain|ODY=31
Blazing Salvo|ODY=11
Blessed Orator|ODY=24
Bloodcurdler|ODY=40
Bog Wreckage|ODY=11
Bomb Squad|ODY=119
Braids, Cabal Minion|ODY=1977
Buried Alive|ODY=233
Burning Sands|ODY=200
Cabal Inquisitor|ODY=5
Cabal Patriarch|ODY=44
Cabal Pit|ODY=175
Cabal Shrine|ODY=27
Call of the Herd|ODY=1380
Cantivore|ODY=54
Careful Study|ODY=358
Cartographer|ODY=17
Catalyst Stone|ODY=279
Caustic Tar|ODY=15
Cease-Fire|ODY=7
Centaur Garden|ODY=77
Cephalid Broker|ODY=22
Cephalid Coliseum|ODY=358
Cephalid Looter (1)|ODY=14
Cephalid Looter (2)|ODY=14
Cephalid Retainer|ODY=19
Cephalid Scout|ODY=9
Cephalid Shrine|ODY=25
Chainflinger|ODY=8
Chamber of Manipulation|ODY=87
Chance Encounter|ODY=205
Charmed Pendant|ODY=81
Chatter of the Squirrel|ODY=33
Childhood Horror|ODY=29
Chlorophant|ODY=54
Coffin Purge|ODY=28
Cognivore|ODY=38
Concentrate|ODY=27
Confessor|ODY=17
Crashing Centaur|ODY=15
Crypt Creeper|ODY=10
Crystal Quarry|ODY=480
Cultural Exchange|ODY=726
Cursed Monstrosity|ODY=28
Darkwater Catacombs|ODY=294
Darkwater Egg|ODY=29
Decaying Soil|ODY=42
Decimate|ODY=97
Decompose|ODY=10
Dedicated Martyr|ODY=5
Deep Reconnaissance|ODY=17
Delaying Shield|ODY=321
Deluge|ODY=33
Dematerialize|ODY=4
Demolish|ODY=15
Demoralize|ODY=16
Deserted Temple|ODY=1018
Devoted Caretaker|ODY=308
Diabolic Tutor|ODY=326
Diligent Farmhand|ODY=49
Dirty Wererat|ODY=15
Divert|ODY=172
Divine Sacrament|ODY=157
Dogged Hunter|ODY=31
Dreamwinder|ODY=6
Druid Lyrist|ODY=13
Druid's Call|ODY=348
Dusk Imp|ODY=4
Dwarven Grunt|ODY=31
Dwarven Recruiter|ODY=38
Dwarven Shrine|ODY=24
Dwarven Strike Force|ODY=12
Earnest Fellowship|ODY=110
Earth Rift|ODY=14
Elephant Ambush|ODY=19
Ember Beast|ODY=8
Embolden|ODY=16
Engulfing Flames|ODY=15
Entomb|ODY=3326
Epicenter|ODY=185
Escape Artist|ODY=20
Execute|ODY=15
Extract|ODY=409
Face of Fear|ODY=15
Famished Ghoul|ODY=11
Fervent Denial|ODY=14
Filthy Cur|ODY=8
Firebolt|ODY=25
Flame Burst|ODY=12
Fledgling Imp|ODY=13
Forest (1)|ODY=142
Forest (2)|ODY=44
Forest (3)|ODY=81
Forest (4)|ODY=55
Frenetic Ogre|ODY=20
Frightcrawler|ODY=9
Gallantry|ODY=19
Ghastly Demise|ODY=15
Gorilla Titan|ODY=38
Graceful Antelope|ODY=39
Gravedigger|ODY=10
Gravestorm|ODY=786
Ground Seal|ODY=89
Halberdier|ODY=8
Hallowed Healer|ODY=10
Haunting Echoes|ODY=329
Hint of Insanity|ODY=28
Holistic Wisdom|ODY=192
Howling Gale|ODY=11
Immobilizing Ink|ODY=10
Impulsive Maneuvers|ODY=301
Infected Vermin|ODY=47
Innocent Blood|ODY=39
Iridescent Angel|ODY=135
Island (1)|ODY=39
Island (2)|ODY=113
Island (3)|ODY=90
Island (4)|ODY=52
Ivy Elemental|ODY=39
Junk Golem|ODY=33
Kamahl's Desire|ODY=18
Kamahl, Pit Fighter|ODY=89
Karmic Justice|ODY=290
Kirtar's Desire|ODY=14
Kirtar's Wrath|ODY=32
Krosan Archer|ODY=11
Krosan Avenger|ODY=11
Krosan Beast|ODY=430
Laquatus's Creativity|ODY=34
Last Rites|ODY=17
Lava Blister|ODY=29
Leaf Dancer|ODY=9
Lieutenant Kirtar|ODY=106
Life Burst|ODY=16
Limestone Golem|ODY=14
Liquid Fire|ODY=8
Lithatog|ODY=20
Luminous Guardian|ODY=18
Mad Dog|ODY=9
Magma Vein|ODY=22
Magnivore|ODY=90
Malevolent Awakening|ODY=29
Master Apothecary|ODY=76
Metamorphic Wurm|ODY=23
Millikin|ODY=37
Mind Burst|ODY=8
Mindslicer|ODY=178
Mine Layer|ODY=189
Minotaur Explorer|ODY=17
Mirari|ODY=233
Molten Influence|ODY=774
Moment's Peace|ODY=395
Morbid Hunger|ODY=8
Morgue Theft|ODY=15
Mortivore|ODY=271
Mossfire Egg|ODY=22
Mossfire Valley|ODY=328
Mountain (1)|ODY=73
Mountain (2)|ODY=45
Mountain (3)|ODY=113
Mountain (4)|ODY=92
Mudhole|ODY=31
Muscle Burst|ODY=11
Mystic Crusader|ODY=40
Mystic Enforcer|ODY=48
Mystic Penitent|ODY=23
Mystic Visionary|ODY=8
Mystic Zealot|ODY=8
Nantuko Disciple|ODY=8
Nantuko Elder|ODY=96
Nantuko Mentor|ODY=32
Nantuko Shrine|ODY=302
Need for Speed|ODY=208
Nefarious Lich|ODY=291
New Frontiers|ODY=527
Nimble Mongoose|ODY=49
Nomad Decoy|ODY=14
Nomad Stadium|ODY=34
Nut Collector|ODY=484
Obstinate Familiar|ODY=81
Otarian Juggernaut|ODY=20
Overeager Apprentice|ODY=24
Overrun|ODY=45
Painbringer|ODY=15
Pardic Firecat|ODY=9
Pardic Miner|ODY=47
Pardic Swordsmith|ODY=6
Patchwork Gnomes|ODY=14
Patriarch's Desire|ODY=7
Patrol Hound|ODY=17
Patron Wizard|ODY=352
Pedantic Learning|ODY=42
Peek|ODY=47
Persuasion|ODY=42
Petrified Field|ODY=471
Phantatog|ODY=25
Phantom Whelp|ODY=11
Pianna, Nomad Captain|ODY=68
Pilgrim of Justice|ODY=6
Pilgrim of Virtue|ODY=9
Piper's Melody|ODY=29
Plains (1)|ODY=45
Plains (2)|ODY=159
Plains (3)|ODY=65
Plains (4)|ODY=44
Predict|ODY=137
Price of Glory|ODY=722
Primal Frenzy|ODY=14
Psionic Gift|ODY=18
Psychatog|ODY=118
Pulsating Illusion|ODY=17
Puppeteer|ODY=30
Rabid Elephant|ODY=8
Ravaged Highlands|ODY=8
Ray of Distortion|ODY=8
Reckless Charge|ODY=19
Recoup|ODY=26
Refresh|ODY=10
Repel|ODY=10
Repentant Vampire|ODY=39
Resilient Wanderer|ODY=19
Rites of Initiation|ODY=18
Rites of Refusal|ODY=25
Rites of Spring|ODY=17
Roar of the Wurm|ODY=37
Rotting Giant|ODY=26
Sacred Rites|ODY=8
Sadistic Hypnotist|ODY=76
Sandstone Deadfall|ODY=21
Sarcatog|ODY=24
Savage Firecat|ODY=36
Scorching Missile|ODY=7
Screams of the Damned|ODY=24
Scrivener|ODY=11
Seafloor Debris|ODY=12
Second Thoughts|ODY=16
Seize the Day|ODY=1188
Seton's Desire|ODY=13
Seton, Krosan Protector|ODY=1112
Shadowblood Egg|ODY=18
Shadowblood Ridge|ODY=169
Shadowmage Infiltrator|ODY=188
Shelter|ODY=22
Shifty Doppelganger|ODY=42
Shower of Coals|ODY=21
Simplify|ODY=20
Skeletal Scrying|ODY=207
Skull Fracture|ODY=18
Skycloud Egg|ODY=30
Skycloud Expanse|ODY=932
Skyshooter|ODY=17
Soulcatcher|ODY=34
Spark Mage|ODY=311
Spellbane Centaur|ODY=45
Sphere of Duty|ODY=21
Sphere of Grace|ODY=18
Sphere of Law|ODY=30
Sphere of Reason|ODY=21
Sphere of Truth|ODY=19
Spiritualize|ODY=27
Springing Tiger|ODY=8
Squirrel Mob|ODY=321
Squirrel Nest|ODY=85
Stalking Bloodsucker|ODY=37
Standstill|ODY=593
Steam Vines|ODY=25
Steamclaw|ODY=26
Still Life|ODY=24
Stone-Tongue Basilisk|ODY=45
Sungrass Egg|ODY=28
Sungrass Prairie|ODY=217
Swamp (1)|ODY=48
Swamp (2)|ODY=106
Swamp (3)|ODY=63
Swamp (4)|ODY=144
Sylvan Might|ODY=17
Syncopate|ODY=9
Tainted Pact|ODY=1895
Tarnished Citadel|ODY=2698
Tattoo Ward|ODY=17
Terravore|ODY=1464
Testament of Faith|ODY=22
Thaumatog|ODY=29
Thermal Blast|ODY=6
Think Tank|ODY=25
Thought Devourer|ODY=100
Thought Eater|ODY=58
Thought Nibbler|ODY=15
Timberland Ruins|ODY=12
Time Stretch|ODY=370
Tireless Tribe|ODY=58
Tombfire|ODY=28
Touch of Invisibility|ODY=7
Traumatize|ODY=498
Traveling Plague|ODY=45
Treetop Sentinel|ODY=15
Tremble|ODY=17
Twigwalker|ODY=17
Unifying Theory|ODY=45
Upheaval|ODY=227
Vampiric Dragon|ODY=141
Verdant Succession|ODY=125
Vivify|ODY=22
Volcanic Spray|ODY=38
Volley of Boulders|ODY=38
Wayward Angel|ODY=66
Werebear|ODY=28
Whipkeeper|ODY=22
Whispering Shade|ODY=11
Wild Mongrel|ODY=29
Woodland Druid|ODY=16
Words of Wisdom|ODY=86
Zombie Assassin|ODY=6
Zombie Cannibal|ODY=13
Zombie Infestation|ODY=66
Zombify|ODY=64
Zoologist|ODY=55
A Reckoning Approaches|OE01=227
Because I Have Willed It|OE01=133
Behold My Grandeur|OE01=107
Bow to My Command|OE01=101
Choose Your Demise|OE01=136
Delight in the Hunt|OE01=138
Every Dream a Nightmare|OE01=106
For Each of You, a Gift|OE01=143
Know Evil|OE01=178
Make Yourself Useful|OE01=134
My Forces Are Innumerable|OE01=447
My Laughter Echoes|OE01=161
No One Will Hear Your Cries|OE01=171
Pay Tribute to Me|OE01=181
Power Without Equal|OE01=163
The Mighty Will Fall|OE01=112
There Is No Refuge|OE01=133
This World Belongs to Me|OE01=252
What's Yours Is Now Mine|OE01=184
When Will You Learn?|OE01=138
Abstruse Interference|OGW=5
Affa Protector|OGW=3
Akoum Flameseeker|OGW=2
Allied Reinforcements|OGW=3
Ancient Crab|OGW=3
Ayli, Eternal Pilgrim|OGW=44
Baloth Null|OGW=5
Baloth Pup|OGW=4
Bearer of Silence|OGW=16
Birthing Hulk|OGW=15
Blinding Drone|OGW=4
Bonds of Mortality|OGW=22
Bone Saw|OGW=5
Boulder Salvo|OGW=3
Brute Strength|OGW=3
Call the Gatewatch|OGW=40
Canopy Gorger|OGW=6
Captain's Claws|OGW=35
Chandra, Flamecaller|OGW=38
Chitinous Cloak|OGW=5
Cinder Barrens|OGW=5
Cinder Hellion|OGW=1
Cliffhaven Vampire|OGW=78
Comparative Analysis|OGW=3
Consuming Sinkhole|OGW=3
Containment Membrane|OGW=2
Corpse Churn|OGW=3
Corrupted Crossroads|OGW=26
Crumbling Vestige|OGW=23
Crush of Tentacles|OGW=87
Cultivator Drone|OGW=4
Cyclone Sire|OGW=5
Dazzling Reflection|OGW=13
Deceiver of Form|OGW=67
